text,class,
"මනසින් විඳිමින් ඔය රූපේ
රිදුමන් ලෝකෙන් සඟවා
මතකෙන් අද මං මගෙ ලෝකේ
තනියෙන් ජීවත් වෙනවා
අලුතිත් පණ දුන් ඔබෙ ප්‍රේමේ… https://t.co/BzXBjfpVw2",Neutral,
"ජීවිතං අනියතං මරණං නියතං ~ බව.
දුක ජරාව අනියත ~ බව.
ලස්සන සැමදේ මොහොතක සුවදේ එහි කෙලවර දුක දේ ~ බව
කුනුශරීරය දුගඳ ~… https://t.co/oTp0bLFL1M",Neutral,
"කවුරුත් දන්නෙ නෑ
මහපොලොව වින්ද දුක https://t.co/paBAAFg0YF",Neutral,
"ජීවිතය රඟමඩලක්
මිනිසුන් එක්ව
සතුටින් හිනැහෙන්න
""දඟලන""
ඇරඹුමෙත්, කෙළවරෙත්
අතරමැදත් තැවරුණු දුක
නොදැක යන 
අසරණයින්ගේ… https://t.co/6cLolLW0vy",Neutral,
"සිහිනයෙන් ආදරය විඳින සඳ
දුක නේද නේතු පියනි ඇරුනාම
අවදි වෙන්නෙම නැතුව හැමදාම
සිහිනයක කිමිදෙන්න හිතයි මට",Neutral,
"RT @KOTTANOFFICIAL: රටවල් දාලා දොස්තරලා යනවා. මිනිහා සංචාරක සතෙක්. හැබැයී අපි හයිවේ වෙනුවට, සෞඛ්‍ය සේවයට මුදල් යෙදුවා නම්, පරණ ගාලු පාරේ කත…",Neutral,
"මෙහෙම හිතෙන එක සාධාරණයි
සියළුම වගකීම් වලින් මිදුනා කියන්නේ 
තමන් තනි වුණු බවම නෙවෙයිද?
තනි කමට කාන්සියට කථා කරන්නව… https://t.co/ZkewqzRSS5",Neutral,
"රටවල් දාලා දොස්තරලා යනවා. මිනිහා සංචාරක සතෙක්. හැබැයී අපි හයිවේ වෙනුවට, සෞඛ්‍ය සේවයට මුදල් යෙදුවා නම්, පරණ ගාලු පා… https://t.co/h2F3nEI0Za",Neutral,
"මල් මල් හැඟුමෙන් පැතුම් පිරී
සඳෙහී රන්වන් කැළුම් දිදී
ආදරෙ ලැබ ලැබ සියල් සිරී
සැරදේ පතමී දිගා සිරී
සැපසේ සුවසේ වැ… https://t.co/UQ8xdrBFqQ",Neutral,
"RT @bakeermarkar: මේ රටේ අති බහුතරය ජනතාව වීදි බැහැල හඬනැගුවෙ තමන් මුහුණ දීලා ඉන්න දුක, වේදනාව ගැන පමණක් ම නොවේ. ඔවුන් මේ පවතින සාම්ප්‍රදා…",Neutral,
දුක් විඳපු නැති කෙනෙක් නැති වුණාට දුක දැකපු අය අති දුර්ලභයි මිත්‍රයා ......,Neutral,
"සඟරාවක නුඹ දුටිමි.
නිකලැල් හදවතට ලං වෙන්න
කෙහෙරැල් මදක් අහකට ගන්න
සුවඳට විතරක්ම තුරුලු වෙන්න
එපා ඔයහැටි දෑස තෙමවන්… https://t.co/c1m0io01QP",Neutral,
@JayaniFdo හෑයියං ජෙනියක්කෙ… දුක හිතිල ඉන්න වෙලේ හිනස්සන්නෙප හුම්ම් 😒😒,Neutral,
"RT @bakeermarkar: මේ රටේ අති බහුතරය ජනතාව වීදි බැහැල හඬනැගුවෙ තමන් මුහුණ දීලා ඉන්න දුක, වේදනාව ගැන පමණක් ම නොවේ. ඔවුන් මේ පවතින සාම්ප්‍රදා…",Neutral,
"@iamgayash හොඳ අත්තක් හම්බවෙනකං දුක අහන්න, හොරි කසන්න , ගිනි පිඹින්න.",Neutral,
"RT @619Sniper619Bot: පාලුව අතරින් මැවෙනා මතකය...💔
පෑරෙයි මගෙ හද ප්‍රේමය සිහිකර..💔
උණුසුම් කදුලක් දෙකබුල සිම්බට..💔
කම්නෑ මේ දුක නොතෙරෙයි ඔහු…",Neutral,
"පාලුව අතරින් මැවෙනා මතකය...💔
පෑරෙයි මගෙ හද ප්‍රේමය සිහිකර..💔
උණුසුම් කදුලක් දෙකබුල සිම්බට..💔
කම්නෑ මේ දුක නොතෙරෙයි… https://t.co/HCJyJKG3XD",Neutral,
"බුදුහාමුදුරුවො වැඩියා වාගෙයි
පින්බර සුවාමිනේ
දුක හිතිලද හිරගෙදරට වැඩියේ මාගේ මරණ දිනේ
මගෙ අම්මාවත් දොර‍ටුව අද්දර
හි… https://t.co/zAMBxP1HUK",Neutral,
"මෙහෙමයි ඉතින්...
මනුස්සයෙක් දෙයක් කියවලා , හොයලා බලලා දැනගන්න , 
ඒ මනුස්සයා professor කෙනෙක් වෙන්නම ඕනි කියලා මතයක්… https://t.co/JjdIaydoYg",Neutral,
"මේ රටේ අති බහුතරය ජනතාව වීදි බැහැල හඬනැගුවෙ තමන් මුහුණ දීලා ඉන්න දුක, වේදනාව ගැන පමණක් ම නොවේ. ඔවුන් මේ පවතින සාම්… https://t.co/cZfZWVXWO3",Neutral,
@shanki_thewitch දුක තමයි රංජනී 🥲,Neutral,
@aashinionline එපා එක්කෝ දුක හිතෙයි ඔයාට 🌝,Neutral,
@aashinionline ආ ඇත්තෙයි අපි.නැතුව දුක හිතෙයි,Neutral,
@JayaniFdo දුක නැද්ද ඔයාට 🥺,Neutral,
@Pushpitha92Diss රියල් දුක 🥲🥲,Neutral,
@PichchaMala ජිවිතේ ලස්සන ද කියලා අහනවට වඩා ජිවිතේ සැප සනීප දුක ගැන අහන්න නම් කියන්න පුළුවන් 🙂,Neutral,
"While on the bus 
පැන සීමාවන් රස බලද්දී ආදරේ
පැන යනවාමයි මිරිඟුව ඔබටත් රහසේ
ඔබ කී ලෙසටම ආයේ
දුක නම් ළංවෙනවාමයි
මායාවක්මයි ආදරේ 
 So true 😁",Neutral,
මුනිවත හොදයි දෙබසේ දුක වැඩි හින්දා https://t.co/sGFwYBzpEp,Neutral,
@HasalaNimmana @indika27 එදා අනුරාදපුරේ මිනිස්සු බොහොම දරුණු රජෙක් යටතේ බොහොම දුක සේ ඉදලා තියෙනවා කියලා නැහැ නේද?,Neutral,
"@chapaerandi අන්තිම කෑල්ලට දුක හිතුණා. 
නුවරඑළිය පැත්තේ කූල් climate එකට වෙලා ජොබ් එකක් කරන එක මට හීනයක්. එහෙම හිට… https://t.co/2ZhByXPaGc",Neutral,
"ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න..
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න🥀..",Neutral,
:-දුක  නිවුවේ  #නිකොටින් ....,Neutral,
@dulakshi_g සාමන්‍යෙන් බූට් එකක් හැපුවාම දුක හිතෙනව කියන්නෙ ප්‍රශ්නයක් . ඒක රහ නැද්ද,Neutral,
@ExcuzeMiii පොන් එකක් කැඩෙන එකයි නැති වෙන එකෙයි දුක මන් දන්නවා මිතුර 😥😥,Neutral,
"RT @Shashika1917: ඇයි ඉරාජයා කියන ගොං කතා වලට රිප්ලයි කරන් දගලන්නෙ😂
ඒක උගේ මානසික මට්ටමනෙ😂
පෝට්ටුවට වෙච්ච දේ දැකලයි ජවිපෙ රැල්ලයි මිනිස්සු…",Neutral,
දුක නැති කර ගන්න ක්‍රම ‌තියෙනවාද?  | ආදරණීය ජීවිතය | 30 - 03 -2023 || https://t.co/G0jgAULMM4 || #SiyathaTV #Siyatha #SriLanka #lka,Neutral,
@Twinkle28930259 සමහර දේවල් වලට හිත රිදුනම එහෙම කරන්න වෙනවා. කරන්න වෙනවා නෙමෙයි ඉබේම වෙනවා. මොනා කරන්නද .... මානසික… https://t.co/X3KKbrZ4Ps,Neutral,
"@Wind_Desika ""සේපාලී"" මාර ලස්සන සින්දුවක්. හැබැයි මියුසික් වීඩීයෝ එක බලද්දී දුක හිතෙනවා.",Neutral,
@induinduu දුක කියන එක හොඳයි. එතකොට ඒක තුනී වෙලා යනවා,Neutral,
@Pramod__rr ඔව් අනේ😒දැන් තමා දුක දෙන්න බැරි උනාට😑,Neutral,
"රේඩියෝ එකේ කවුද පොරක් න්‍යෂ්ටික බලාගාර ප්‍රොමෝට් කරනවා...
""න්‍යෂ්ටිය තදින්ම බැඳිලා තියෙද්දි ඒක බින්දම ඇතිවන තාපය හ… https://t.co/zmn0NDve2T",Neutral,
"අඹපු රූපෙට දැනේද අම්මගෙ
හිතේ දුක 
දුකට හේතුව අප ඉපදුන එක නේද",Neutral,
"ඇයි ඉරාජයා කියන ගොං කතා වලට රිප්ලයි කරන් දගලන්නෙ😂
ඒක උගේ මානසික මට්ටමනෙ😂
පෝට්ටුවට වෙච්ච දේ දැකලයි ජවිපෙ රැල්ලයි මි… https://t.co/xZ1CQ1xzOx",Neutral,
